name,category,rating,address,subtypes,type
Candi Tirto Raharjo,restaurants,4.8,"Jl. Kasongan No.RT 03, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Restaurant, Diner, Event venue, Wedding venue",hotel
Villa Watusaman Jogja,rumah wisata,4.8,"Jl. Ringroad Selatan, Saman, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188","Homestay, Hotel, Lodge",hotel
Hotel Amarta Malioboro,hotels,3.7,"Jl. Dagen No.12, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel
Hotel Dermaga Keluarga,hotels,4.2,"Jl. R. E. Martadinata No.69, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55252",Hotel,hotel
Hotel Maerakatja Jogjakarta,hotels,4.2,"Jl. R.W. Monginsidi No.22B, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 51233",Hotel,hotel
HOTEL PIKNIK,hotels,4.3,"Jl. Perumnas No.20-28, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
The LaWang Yogya,hotels,4.7,"Jl. Tegal Panggung No.58, RW.001, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel
HOMESTAY BABEH,hotels,5.0,"Malangjiwan, RT.06/RW.04, Bakung, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Resort hotel,hotel
Sejahtera Resorts,pondok,4.4,"Kaliurang St KM.9,5 No.18, Gondangan, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Lodge,hotel
SARÉ HOTEL YOGYAKARTA,hotels,4.4,"Jl. Gowongan Kidul No.50, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel
Tropis Homestay,hotels,4.4,"Jl. Prawirotaman No.5a, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel
Niskala Homestay,hotels,4.6,"KP Tuntungan UH 3 No.1150, RT.040/RW.09, Tahunan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",Resort hotel,hotel
Reeneo,guest house,4.8,"Gg. Batik Gringsing, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Guest house,hotel
CHRISSANT,hotels,4.5,"Jl. Wijaya Kusuma No.317, Kutu Tegal, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Hotel,hotel
Tiga Dua Homestay,hotels,4.6,"Jl. Pangeran Wirosobo No.32, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Hotel,hotel
Remen Room Bed & Breakfast,hotels,4.6,"Jl. Komp. Colombo Indonesia No.35, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
Wood Stone Homestay,hostel,4.6,"Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143","Hostel, Guest house",hotel
RedDoorz Syariah @ Lempuyangan,guest house,4.0,"Jl. Lempuyangan Jl. Tunjung Baru No.1, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Guest house,hotel
Tjokro Style Yogyakarta,hotels,4.4,"Jl. Menteri Supeno No.48, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Hotel, Meeting planning service, Restaurant",hotel
1O1 URBAN Heritage Yogyakarta LYNN - Prawirotaman,hotels,4.3,"59F8+RMW, Jl. Jogokaryan No.82, RT.43/RW.11, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Hotel, Lodging",hotel
Ndalem Kampung Budget Stay,hotels,4.8,"Mataram St Gemblaan Atas No.1/331, Bausasran, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Capsule hotel,hotel
Urbanview Hotel Grand Surya Yogyakarta,hotels,4.0,"Jl. Suryodiningratan No.42b, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Hotel,hotel
Rumah Kita BnB,homestay,4.6,"Jl. Ngadinegaran, Gg. Cemp. MJ III No.45, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Homestay,hotel
Faire BNB Homestay | Penginapan Murah Jogja | IG @faire_homestay,hotels,4.9,"Jl. DI Panjaitan No.102, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel
SANTE COMMUNE Hostel Yogyakarta,hostel,4.7,"Jl. Nyai Ahmad Dahlan No.17A, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Hostel, Guest house, Hotel",hotel
Hotel O Prawirotaman Near Keraton Yogyakarta Formerly Paris Guesthouse,hotels,4.2,"near prawirotaman yogyakarta, Jl. Parangtritis No.Km, RW.5, Randubelang, Bangunharjo, Kabupaten Bantul, Hotel Murah, Daerah Istimewa Yogyakarta 55188, Randubelang, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55153",Hotel,hotel
Forriz Hotel Yogyakarta,hotels,4.4,"Jl. HOS Cokroaminoto No.60, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Hotel,hotel
Wakeup Homestay,hostel,4.4,"Jl. Gandekan No.44, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hostel,hotel
Chez Laelik,hotels,2.9,"Jl. Randubelang No.111, Jotawang, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Hotel,hotel
Nest Hotel,hotels,3.9,"Jl. Laksda Adisucipto No.KM. 5, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel
The Capsule Malioboro Hotel & Cafe,hotels,4.7,"Sosrowijayan St No.13-14, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel
Kesatriyan Jogja Guest House,guest house,4.9,"Jl. Kesatriyan No.13, RT.40/RW.11, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Guest house,hotel
OstiC House,hostel,4.7,"Jl. Suryodiningratan No.10B, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Hostel,hotel
PULANG ke UTTARA,akomodasi berlayanan,4.7,"Jl. Kaliurang km 5,5 No. 72, Manggung, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",Serviced accommodation,hotel
BHUMI Hostel,homestay,4.7,"Jl. Raden Ronggo I No.14, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172","Homestay, Coffee shop, Gym, Hostel",hotel
Villa Kamar Tamu Umbulharjo,villa,5.0,"Jl. Umbul Tirtho, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",Villa,hotel
Arah Living,hotels,4.8,"Gg. Jemb. Merah No.104C, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",Hotel,hotel
Anjuma Backpacker,hostel,4.9,"Jl. Tegal Lempuyangan No.23, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211",Hostel,hotel
Aliya Homestay,pondok,4.3,"Jl. Jagung No.21, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Lodge,hotel
Urbanview Hotel Tan Jokteng Prawirotaman,hotels,4.1,"Jl. Mangkuyudan No.47, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel
