name,category,rating,address,subtypes,type,price_estimate
lakeisha Souvenir dan Pusat Pelatihan Gerabah & Membatik,layanan e-niaga,4.6,"Kajen rt 01 depan masjid, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",E-commerce service,oleh_oleh,75000
Dagelan Pusat Oleh-Oleh Khas Jogja,toko,4.5,"Mall Malioboro, Jl. Malioboro Nomer No.52-58 lantai LG, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55001",Store,oleh_oleh,75000
Pusat Cetak Pin - Pusat Souvenir Cetak Pin Termurah di Yogyakarta,toko percetakan,4.9,"Bannerman Harjo, Jl. Veteran No.79, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",Print shop,oleh_oleh,75000
Andry Souvenir,toko,5.0,"Jl. Pabringan No.68, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Store,oleh_oleh,75000
Cimolly Craft,toko outlet,4.9,"Jl. Raya Krapyak, Bakungan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Outlet store,oleh_oleh,75000
Teras Malioboro 2,toko suvenir,4.6,"Jl. Malioboro No.56, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212","Souvenir store, Market",oleh_oleh,75000
New Ankabut Souvenir(ꦱꦺꦴꦈꦮ꦳ꦺꦤꦶꦂ),toko trofi,4.6,"Jalan Mas Suharto kios jambu No.8, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Trophy shop,oleh_oleh,75000
Pusat Oleh Oleh Kaos Dagadu,pusat perbelanjaan,4.6,"Jl. Gedongkuning No.128, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Shopping mall,oleh_oleh,75000
DEKAYU Wooden Craft & Gift,toko suvenir,4.9,"Jl. Menteri Supeno No.62A, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Gift shop, Corporate gift supplier, Handicraft, Home goods store",oleh_oleh,75000
Ahmad Souvenir Jogja,pusat perbelanjaan,5.0,"kowen 2 rt 06 timbulharjo sewon bantul yogyakarta ( rumah depan tk, Degan, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185",Shopping mall,oleh_oleh,75000
Jogja Plakat - Pusatnya Plakat di Jogja,toko suvenir,4.7,"Jurugentong, Jl. Gatotkaca Gedongkuning - Wonocatur No.409, Pringgolayan, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Gift shop,oleh_oleh,75000
Jogja Souvenir Centre,toko suvenir,0.0,"596R+6J7, Jl. Ringroad Selatan, Nglebeng, Tamanan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55191",Souvenir store,oleh_oleh,75000
Ratu Souvenir Pernikahan Jogja,toko suvenir,3.9,"Patalan, Gg. Sadewa No.636, Prenggan, Kotagede, Yogyakarta City, Special Region of Yogyakarta 55172",Souvenir store,oleh_oleh,75000
Oleh-Oleh dan Souvenir,gift shop,3.4,"Jl. Kadipaten Kidul No.5, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Gift shop,oleh_oleh,75000
Bakpia - Batik Wong Jogja,pusat perbelanjaan,4.6,"Jl. HOS Cokroaminoto No.149, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",Shopping mall,oleh_oleh,75000
Yogyakarta Royal Palace,attractions,4.8,"Blok No. 1, Jl. Rotowijayan, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Tourist attraction, Museum",oleh_oleh,40000
Ngasem Traditional Market,attractions,4.6,"Jl. Polowijan No.11, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Traditional market, Market, Tourist attraction",oleh_oleh,40000
Pusat Oleh-Oleh Ngasem Jaya (duplicate),minimarket,3.8,"Jl. Ngasem No.14, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Convenience store,oleh_oleh,75000
Beringharjo Traditional Market,pasar,4.6,"Jl. Margo Mulyo No.16, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Market, Shopping mall",oleh_oleh,75000
Mamahké Jogja,cafes,4.6,"KT 1 329 Kraton, Jl. Taman, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Cafe,oleh_oleh,50000
Bakpia Satu Hati Keraton - Rotowijayan,toko kue,5.0,"Jl. Rotowijayan No.5, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Cake shop,oleh_oleh,75000
Oleh-oleh Lokal Jogja,souvenir store,5.0,"Bugisan St No.36, Patangpuluhan, Wirobrajan, Yogyakarta City, Special Region of Yogyakarta 55251","Souvenir store, Cake shop, Deli",oleh_oleh,75000
Toko Oleh-oleh Jogokariyan,toko,4.6,"Jl. Jogokaryan No.80, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Store, Deli",oleh_oleh,75000
Bakpia Kukus Tugu Jogja - Malioboro: Toko Oleh Oleh Khas Jogja,toko roti,4.9,"Jl. Malioboro No.91, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Souvenir store, Bakery",oleh_oleh,50000
Teras Malioboro 1,pusat perbelanjaan,4.6,"Jl. Margo Mulyo, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Shopping mall, Market, Produce market",oleh_oleh,75000
Malioboro Mall,pusat perbelanjaan,4.5,"Mataram St No.31, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Shopping mall,oleh_oleh,75000
Oleh Oleh Jogja Bakpia Kukus Tugu Malio17 Pendopo Malioboro,toko suvenir,4.8,"Jl. Ps. Kembang No.21A, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Gift shop, Bakery",oleh_oleh,75000
Bakpia Pathok 25 - Raden Oleh-Oleh Jogja Sosrowijayan,toko roti,5.0,"Sosrowijayan St No.7, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Bakery,oleh_oleh,75000
Malioboro,pusat perbelanjaan,4.7,"6958+P9G, Jl. Abu Bakar Ali, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000
Oleh-Oleh Kaos Khas Jogja,pusat perbelanjaan,4.6,"Jl. Malioboro No.60, RW.001, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000
Plaza Malioboro,pusat perbelanjaan,4.7,"Jl. Malioboro No.52-58, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000
Ramai Mall Malioboro,pusat perbelanjaan,4.5,"Jl. Beskalan No.73, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Shopping mall,oleh_oleh,75000
Pusat Oleh-Oleh Malioboro,supermarket,3.5,"Ruko Babasari Indah, Jl. Laksda Adisucipto No.4 A, Janti, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",Supermarket,oleh_oleh,75000
Kampoeng Jogja,souvenir store,4.7,"Jl. Malioboro No.99, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Souvenir store, Deli",oleh_oleh,75000
BAKPIAKU Malioboro,gift shop,4.9,"Jl. Malioboro No.105, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Gift shop,oleh_oleh,75000
Bakpia Mutiara Jogja Malioboro,toko makanan,4.6,"Jl. Dagen No.61, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Deli,oleh_oleh,50000
Dagadu Plaza Malioboro,attractions,4.5,"Plaza Malioboro, Jl. Malioboro lantai LG, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Clothing store, Gift shop, Tourist attraction",oleh_oleh,40000
Pusat Oleh Oleh Khas Jogja,unknown,5.0,"6948+967, Jl. Dagen, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",unknown,oleh_oleh,75000
Gramedia Yogya Plaza Malioboro,toko buku & alat sekolah,4.6,"Malioboro Mall, Jalan Malioboro No.52-58 Suryatmajan Kecamatan Danurejan Lantai Lower Ground, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213","School supply store, Book store",oleh_oleh,75000
Bakpia Pathok 145 ( IBU SRI ASTUTI ) Malioboro,toko kue,4.4,"Depan Hotel Inna Garuda, Jl. Malioboro No.159, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Cake shop,oleh_oleh,75000
Punokawan Mart,minimarket,4.2,"Jl. Malioboro No.39, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Convenience store,oleh_oleh,75000
Bakpia Tape Jogja - Outlet Plaza Malioboro,bakery,4.9,"Jl. Malioboro, Sosromenduran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Bakery,oleh_oleh,75000
Jogja Liman Store,grosir kain,4.3,"Jl. Malioboro No.47, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Fabric wholesaler, Carpet store",oleh_oleh,75000
Malioboro 105,clothing store,4.1,"Jl. Malioboro No.105, Sosromenduran, Yogyakarta, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Clothing store, Shopping mall",oleh_oleh,75000
RAMAYANA Malioboro,toserba,4.3,"Jl. Jend. Ahmad Yani Jl. Malioboro No.66-74, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Department store,oleh_oleh,75000
Sports Station Plaza Malioboro,pusat perbelanjaan,4.3,"Sport Station Plaza Malioboro, Jl. Malioboro No.52-58 lantai 2, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000
BAKPIA KUKUS TUGU JOGJA MALIOBORO KETANDAN,toko kue,4.9,"Jl. Ketandan Kulon No.4, Ngupasan, Kec. Gondomanan, DIY, Daerah Istimewa Yogyakarta 55121",Cake shop,oleh_oleh,75000
Malio Oleh Oleh,toko suvenir,0.0,"Jl. Malioboro No.60, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Gift shop,oleh_oleh,75000
Bakpia Pathok 086 Jaya Oleh-oleh Khas Jogja,pusat perbelanjaan,5.0,"Jl.Ketandan Kulon no.9 Teras, Jl. Malioboro, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Shopping mall, Cake shop",oleh_oleh,75000
Pasar Sore Malioboro,attractions,4.6,"6928+8C2, Jl. Jend. Ahmad Yani, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Flea market, Tourist attraction",oleh_oleh,40000
Krisna Batik,pusat perbelanjaan,4.8,"Jl. Malioboro No.57, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Shopping mall,oleh_oleh,75000
Bakpiapia,toko kue,4.6,"Jl. Dagen No.9, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Cake shop,oleh_oleh,50000
Rianty Batik - Premium Batik Asli Jogja,toko pakaian batik,4.8,"Jl. Malioboro No.79, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Batik clothing store, Children's clothing store, Clothes and fabric manufacturer, Clothing store, Clothing wholesale market place, Men's clothing store, Work clothes store",oleh_oleh,75000
batik bima malioboro,pusat perbelanjaan,5.0,"Jl. Malioboro No.67, RW.001, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Shopping mall,oleh_oleh,75000
Gedoeng Merah Malioboro,pusat perbelanjaan,4.8,"Toko Bakpia Lt. 2 (ex. Istana Arloji Tan, Jl. Malioboro Jl. Jend. Ahmad Yani No.87, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Shopping mall,oleh_oleh,75000
Toko Oleh-oleh Podjok Wisata,pusat perbelanjaan,4.8,"Jl. Margo Utomo No.22, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Shopping mall,oleh_oleh,75000
Pusat Oleh-oleh Wong Jogja,gift shop,4.5,"Jl. HOS Cokroaminoto No.26, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 60245",Gift shop,oleh_oleh,75000
Oleh-Oleh Jogja Istimewa Pulpa,store,4.8,"Jl. P. Mangkubumi Kecamatan No.43, RT.021/RW.005, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Store,oleh_oleh,75000
Bendhung Lepen,attractions,4.7,"599V+8PH, Mrican Jl. Tunggul Nogo No.338, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",Tourist attraction,oleh_oleh,40000
Toko Oleh Oleh Tugu Jogja,gift shop,3.2,"Jl. P. Mangkubumi No.123, Jetis, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Gift shop,oleh_oleh,75000
Toko Oleh-Oleh Jogja Amplaz Malio17,toko,5.0,"Ambarukmo Plaza mall, Jl. Laksda Adisucipto Seberang No.111, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Store,oleh_oleh,75000
Bakpia Pathok 25 Bandara Jaya,toko kue,4.4,"Jl. Nasional 15 No.9, Sambelegi Kidul, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",Cake shop,oleh_oleh,50000
Soko Tunggal Mosque,attractions,4.8,"Jl. Taman 1 No.318, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Tourist attraction, Mosque",oleh_oleh,40000
WISATA MURAH JOGJA,layanan transportasi,5.0,"Jl. Bahasa No.C-63, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55592","Travel agency, Transportation service",oleh_oleh,75000
"""TOKO KITA 3"" Oleh-Oleh Khas Jogja",toko roti,4.4,"Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Bakery,oleh_oleh,75000
BAKPIA DOEA DJEMPOL,natural goods store,3.8,"Karel Satsuit Tubun, Jalan Aipda, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",Natural goods store,oleh_oleh,75000
Remen Jawi Yogyakarta,biro perjalanan dan wisata,4.9,"Jl. Suryoputran, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Travel agency,oleh_oleh,75000
Shopping Book Centre Jogja,pusat perbelanjaan,4.6,"59X9+M7M, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122",Shopping mall,oleh_oleh,75000
Santana Prima Tour,penyelenggara perjalanan,4.8,"Jl. Pangeran Diponegoro No.116, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Tour operator, Tour agency",oleh_oleh,75000
Museum Dr. Yap Prawirohusodo,museums,4.7,"Bpd Yogyakarta Rs Mata Dr. Yap, Jl. Cik Di Tiro No.5, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Tourist attraction, Museum",oleh_oleh,40000
Water Castle of Royal Jogjakarta,museums,4.1,"59R5+2P2, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133",Open air museum,oleh_oleh,35000
Yogyakarta City,unknown,0.0,Special Region of Yogyakarta,unknown,oleh_oleh,75000
Kalingga Tour,travel agency,5.0,"59RX+QCH, Gg. Kemuning, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Travel agency,oleh_oleh,75000
Toko Semlidut - Oleh Oleh Jogja,attractions,4.7,"Jl. Komp. Taman Sari, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Tourist attraction,oleh_oleh,40000
Sayajo Oleh-Oleh,toko,4.6,"Jl. A.M. Sangaji No.199 b, Kutu Dukuh, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55241",Store,oleh_oleh,75000
Bakpia Pathok 25 Pabrik Jaya,toko kue,4.6,"Sanggrahan Pathuk, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Cake shop, Bakery, Shopping mall",oleh_oleh,50000
Kipo Bu Djito,toko,4.6,"Jl. Mondorakan No.27, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",Store,oleh_oleh,75000
Roti Kembang Waru Pak Bas (ꦫꦺꦴꦠꦶꦏꦼꦩ꧀ꦧꦁꦮꦫꦸꦥꦏ꧀ꦧꦱ꧀),toko roti,4.8,"Purbayan, Kotagede, Yogyakarta City, Special Region of Yogyakarta 55173",Bakery,oleh_oleh,75000
