name,category,rating,address,subtypes,type,price_estimate
TEDUH COFFEE,coffee shops,4.6,"Kledokan, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",Coffee shop,kuliner,50000
ChezMoi Patissier & Chocolatier Sagan,bakery,4.9,"Jl. Sagan No.12, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Cafe, Bakery",kuliner,50000
KOPI RUMAH KITA,coffee shops,5.0,"NG I Jl. Kp. Ngadiwinatan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Espresso bar, Asian restaurant, Coffee stand, Coffee store, Javanese restaurant, Restaurant",kuliner,50000
Oase Cafe & Resto - Tamansiswa,coffee shops,4.5,"Jl. Taman Siswa No.31, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Coffee shop,kuliner,45000
Teras Kemarin,coffee shops,4.7,"Jl. Beringin Raya, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner,45000
Svarga Flora Coffee & Plants,coffee shops,4.4,"Jl. Affandi No.26A, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55222",Coffee shop,kuliner,50000
Kemari Coffee & space jakal,coffee shops,4.6,"Gg. Pandega Mandala No.3b, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Coffee shop, Cafe",kuliner,50000
Cafe Bunga,cafes,4.3,"59WQ+9G3, Glagahsari St, Warungboto, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55164",Cafe,kuliner,25000
Excelso - Galeria Mal Yogyakarta,coffee shops,4.5,"Jl. Jend. Sudirman No.99-101, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Coffee shop,kuliner,50000
Tempo Gelato Kaliurang,toko es krim,4.7,"Kaliurang St No.98, Kocoran, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284","Ice cream shop, Dessert restaurant",kuliner,50000
Langenarjan 29 (RSVP only),coffee shops,4.8,"Jl. Langenarjan Kidul No.29, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Coffee shop,kuliner,50000
BelajaR Ngopi Yogyakarta,cafes,4.6,"Jl. Hayam Wuruk No.14, RW.001, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212","Cafe, Coffee shop",kuliner,45000
SunFlower Restaurant,coffee shops,4.6,"Abadi Hotel Jogja, Jl. Ps. Kembang No.49, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Coffee shop,kuliner,45000
Boemi Coffee,coffee shops,4.9,"Jl. Pesanggrahan Raya, Sanggrahan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Coffee shop,kuliner,45000
Peacockoffie Palagan,coffee shops,4.3,"Jl. Palagan Tentara Pelajar No.61C, Panggung Sari, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Coffee shop,kuliner,50000
Loko Cafe - Stasiun Tugu,cafes,4.1,"Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Cafe,kuliner,45000
ANDORRA Restaurant & Bar,restaurants,4.8,"PYRENEES Yogyakarta, Jl. Sosrowijayan No.1 lantai 1, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Cafe, Bar, Restaurant",kuliner,50000
Takom 1922 Cafe & Resto,coffee shops,4.7,"69PQ+GRV, Jl. Cempaka, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner,45000
OPPIO,coffee shops,4.3,"Jl. Nglengkong Besi No.11, Area Sawah, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Coffee shop,kuliner,45000
Tiga Roepa Pandega Galeri & Cafe,cafes,4.7,"Jl. Pandega Marta No.43, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Art cafe,kuliner,50000
Kopi Kenangan - Ruko Taman Siswa Yogyakarta,coffee shops,4.5,"Jl. Taman Siswa No.151, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Coffee shop,kuliner,50000
Ndalem Golo Yogyakarta,coffee shops,4.7,"Jl. Tohpati No.57, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",Coffee shop,kuliner,45000
alra corner,restaurants,4.4,"Jl. Surami No.846, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Restaurant,kuliner,50000
Sekoci Coffee Bar,coffee shops,4.4,"Jl. Parangtritis No.75, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Espresso bar,kuliner,45000
El Patio Coffee Shop,coffee shops,4.1,"Melia Purosani Hotel, Jl. Mayor Suryotomo No.31 Lobby Floor, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Coffee shop,kuliner,45000
Etnik Kafe,cafes,4.3,"Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Cafe, Lunch restaurant, Restaurant",kuliner,50000
ICIPONO Kopi dan Roti Cafe,cafes,4.6,"Jl. Brigjen Katamso No.290, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Cafe, Coffee shop",kuliner,25000
Nambelas Coffee,cafes,4.8,"Jl. Panembahan No.3a, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Cafe,kuliner,45000
Kedai kopi NATADAMAR,cafes,4.7,"Jl. Hutan Pinus Nganjir No.5, Sukorame, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Cafe,kuliner,25000
Kopi Tugu Streetside,coffee shops,4.4,"Jl. Margo Utomo No.38, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Coffee shop,kuliner,50000
Nice coffee Yogyakarta,coffee shops,5.0,"Jl. Gurami No.49, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Coffee shop,kuliner,45000
laoban Yogyakarta,coffee shops,4.5,"Jl. Palagan Tentara Pelajar No.21, Karang Moko, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Coffee shop,kuliner,45000
Coffee House Huheyy,cafes,4.7,"Jl. Raya Tajem No.A-01, RT.05/RW.27Dero, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Cafe,kuliner,45000
Terraloka,cafes,4.6,"Jl. Raya Kaligesing, Krikil, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674","Cafe, Coffee shop",kuliner,50000
Warna Kopi,cafes,4.7,"Jalan Palagan Tentara Pelajar Km 12,5 Gondanglutung, Gondong, Donoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Cafe,kuliner,50000
KOPI PM꧋ꦏꦺꦴꦥꦶꦥ꧀ꦩ꧀,coffee shops,5.0,"Alun alun utara, Kraton, Yogyakarta City, Special Region of Yogyakarta 55131",Coffee shop,kuliner,45000
Waroeng Kopi Klotok,restaurants,4.5,"Jalan Kaliurang No.KM.16, Area Sawah, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Indonesian restaurant, Breakfast restaurant, Restaurant",kuliner,25000
Ruang Tengah Cafe Shop,cafes,4.6,"Jl. Patehan Lor No.8, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Cafe,kuliner,50000
Warung Kopi Merapi,cafes,4.4,"Kepuharjo, Cangkringan, Petung, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583","Cafe, Coffee shop",kuliner,25000
Analog Coffee Jogja,coffee shops,4.5,"Jl. Wulung No.14, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner,50000
Kopi Ponti Mak Cik,coffee shops,4.7,"Jl. Tata Bumi No.86, Area Sawah, Banyuraden, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55293",Coffee shop,kuliner,45000
Coffee Story,coffee shops,4.5,"Jl. Dagen No.109, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Coffee shop,kuliner,45000
Bale Raos - The Sultan's Dishes,restoran jawa tengah,4.5,"Jl. Magangan Kulon No.1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Central Javanese restaurant, Indonesian restaurant, Restaurant",kuliner,50000
Pendopo Puspo,cafes,4.4,"Jl. Ibu Ruswo No.1, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Cafe,kuliner,45000
de culture coffe,coffee shops,4.7,"Ledok Tukangan Dn 2 / 20, kel, RT.14/RW.03, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Coffee shop,kuliner,45000
Barno Caffe,cafes,4.6,"Bausasran, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55211",Cafe,kuliner,45000
Susu Segar Murni Pak Warto | RBW,cafes,4.7,"Jl. Ibu Ruswo No.30, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Cafe,kuliner,25000
Kopi Joos Pak Jon (Kopi Arang),cafes,4.7,"59Q7+5HM, Alun-Alun Kidul St, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133","Cafe, Coffee shop",kuliner,45000
HOU KIE,restaurants,4.9,"Jl. Wahid Hasyim No.50, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",Restaurant,kuliner,50000
KHAS Malioboro Coffee Shop,coffee shops,5.0,"Jl. Gadean No.3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Coffee shop,kuliner,45000
ChampaJogja,restaurants,4.8,"Sekar Petak No.1, RT.001/RW.037, Gedongan, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Restaurant, Event venue, Wedding venue",kuliner,50000
EngIish Cafe Pusat - Kursus Bahasa Inggris di Jogja,sekolah bahasa asing,5.0,"Alive Fusion Dinning, Jl. Timoho No.49A Lantai 3, RT.003/RW.001, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165","Foreign languages program school, Community college, English language school",kuliner,35000
JCO COFFEE & DONUTS MALIOBORO MALL,toko donat,4.2,"Mall Malioboro, Jl. Malioboro No.52-58 Lantai UG, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213","Donut shop, Coffee shop",kuliner,50000
PT Boncafe Indonesia - Yogyakarta Branch,distributor minuman,4.3,"Jalan Magelang No.Km 5,5, Kutu Tegal, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Beverage distributor, Coffee machine supplier, Coffee wholesaler",kuliner,45000
Angkringan Nolka M,coffee shops,4.8,"Jl. Pangurakan No.4, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Coffee shop,kuliner,45000
Tepi Cafe,cafes,3.5,"Jl. Sriwedani No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Cafe, Food store",kuliner,45000
Kelas Pagi Yogyakarta(Rumah KPY),attractions,4.8,"Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121","Coworking space, Art school, Coffee shop, Community center, Design agency, Film and photograph library, Photo agency, Photography class, Photography school, Talent agency",kuliner,45000
Oppa Keopi,coffee shops,4.1,"Jl. Malioboro No.42, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Coffee shop,kuliner,50000
Tugu Yogyakarta Monument,attractions,4.8,"Jl. Jend. Sudirman, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Historical landmark, Monument",kuliner,35000
Rumah Musik P23,cafes,4.6,"Jl. Purwanggan No.23, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Cafe,kuliner,45000
Cafe AMC,cafes,4.0,"6933+G3H, Jl. HOS Cokroaminoto, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Cafe,kuliner,45000
Tumbuh di Boemi,restaurants,4.7,"Warak Kidul, Sumberadi, Gamping, Sleman Regency, Special Region of Yogyakarta 55291",Restaurant,kuliner,50000
Angkringan Jogja,coffee shops,5.0,"Jl. Pangurakan No.Km 0, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",Coffee shop,kuliner,45000
Agen Kopi Bubuk Hitam Produk BLACK Coffee Pagaralam (BCP) Yogyakarta,grosir kopi,4.5,"Tegalrejo TR III/1113C RT/RW : 020/006 .Kel/Desa : Tegalrejo .Kec :, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244","Coffee wholesaler, Coffee roastery, Coffee stand, Espresso bar",kuliner,45000
Hiro Tower - Yogyakarta Station (inside EC Cafe & Coworking Space),education center,5.0,"Jl. Pakuningratan No.29, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Education center,kuliner,35000
Coffee Road,coffee shops,0.0,"Jl. Malioboro No.79, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Coffee shop,kuliner,45000
Kotta GO Hotel Yogyakarta,hotels,4.7,"Jl. Pangeran Diponegoro No.87, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Hotel,kuliner,350000
Angkringan Pakdhe Amin,coffee shops,4.4,"59W8+76H, Alun-Alun Utara St, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55131",Coffee shop,kuliner,25000
Gairah Malam Kopi,cafes,0.0,"59W7+G7G, Alun-Alun Utara St, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122","Cafe, Coffee shop",kuliner,45000
cafe for you,cafes,2.5,"6948+RJW, Jl. Perwakilan, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Cafe,kuliner,45000
Little Garden Yogyakarta,plant nursery,5.0,"Jl. Gajah Mada No.19B, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Plant nursery,kuliner,35000
Gaia Cosmo Hotel,hotels,4.6,"Jl. Ipda Tut Harsono No.16, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",Hotel,kuliner,350000
WARUNG KOPI JOGJA (ꦮꦫꦸꦁꦏꦺꦴꦥꦶꦗꦺꦴꦒ꧀ꦗ),coffee shops,4.0,"Jl. Ngasem Kp 2/197, RT.53/RW.15, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Coffee shop,kuliner,45000
Rame Rame Cafe,restaurants,4.0,"Jl. Cokrodipuran No.12, RT.08/RW.02, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Diner,kuliner,50000
The House of Raminten,restaurants,4.5,"Jl. F.M. Noto No.7, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Restaurant, Indonesian restaurant",kuliner,50000
Gudeg Pawon,restoran jawa,4.5,"Jl. Prof. DR. Soepomo Sh No.36, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164","Javanese restaurant, Restaurant",kuliner,50000
Raminten's Kitchen,restoran jawa,4.3,"Jl. Sabirin, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Javanese restaurant, Restaurant",kuliner,50000
Soto Sampah,restoran soto ayam,4.3,"Jl. Kranggan No.2, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Soto ayam restaurant,kuliner,25000
Jejamuran,restaurants,4.6,"79V6+R73, Jl. Pandowoharjo, Niron, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512","Indonesian restaurant, Restaurant",kuliner,50000
Rumah Makan Rasa Sayange,restoran ikan bakar,4.5,"Jl. Jetis Pasiraman No.11, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Ikan bakar restaurant,kuliner,50000
Bakmi Jowo Mbah Gito,restoran jawa,4.3,"Jl. Nyi Ageng Nis No.9, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171","Javanese restaurant, Noodle shop",kuliner,50000
Kedai Kebun Forum꧋ꦏꦼꦣꦻꦏꦼꦧꦸꦤ꧀ꦥ꦳ꦺꦴꦫꦸꦩ꧀,restaurants,4.6,"Tirtodipuran St No.3, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143","Restaurant, Indonesian restaurant, Salad shop",kuliner,50000
Rumah Makan Mbah Buyut,restaurants,4.4,"Jl. Suryodiningratan No.3, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Restaurant,kuliner,25000
Lumpia SAMIJAYA,restaurants,4.5,"Jl. Malioboro, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Indonesian restaurant,kuliner,25000
Warung Makan Cak Koting,restoran jawa,4.3,"Jl. Doktor Sutomo No.57, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211","Javanese restaurant, Restaurant",kuliner,50000
Kedai Lur,restaurants,4.5,"Jl. Gowongan Kidul No.29 A, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Indonesian restaurant, Diner",kuliner,50000
Tengkleng Gajah,restoran sate,4.4,"Jl. Kaliurang Timur No.9, Gantalan, Minomartani, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Satay restaurant, Diner, Indonesian restaurant",kuliner,50000
The Westlake Resto,restaurants,4.5,"783Q+294, Bedog, Jl. Ringroad Barat, Baturan, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291","Restaurant, Fish and chips takeaway",kuliner,50000
Yammie Pathuk Kemetiran Kidul Yogyakarta,restaurants,4.5,"Jl. Kemetiran Kidul No.63, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272","Noodle shop, Diner",kuliner,50000
Lie Djiong Restaurant,restaurants,4.5,"Jl. Brigjen Katamso No.21, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121","Chinese restaurant, Diner",kuliner,50000
SGPC Bu Wiryo 1959,restaurants,4.3,"Jl. Agro No.10, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Indonesian restaurant,kuliner,50000
KESUMA Restaurant,restaurants,4.7,"Gg. Demarkasi No.58, III, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Indonesian restaurant,kuliner,50000
Bu Joko’s Food Cart,restaurants,4.9,"Jl. Dagen No.2A 001, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Restaurant,kuliner,25000
Ayam Goreng Bu Tini,restaurants,4.5,"Jl. Sultan Agung No.17, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112","Chicken restaurant, Indonesian restaurant, Restaurant",kuliner,50000
ViaVia Jogja,restaurants,4.4,"Jl. Prawirotaman No.30, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Health food restaurant, Restaurant",kuliner,50000
Tempat makan,restaurants,5.0,"Jl. Kranggan No.23, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Brunch restaurant,kuliner,50000
Gudeg Mercon Bu Tinah,restoran jawa,4.1,"Jl. Asem Gede No.8, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Javanese restaurant,kuliner,50000
Yam Yam Restaurant Yogyakarta,restaurants,4.8,"Jl. Prawirotaman No.39, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Thai restaurant,kuliner,50000
The Tree Restaurant Yogyakarta,restaurants,4.8,"Dawangsari 02/03 No.45, Dowang Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Restaurant,kuliner,50000
Baru Restaurant,restaurants,4.5,"Jl. Kusbini, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222","Chinese restaurant, Family restaurant, Noodle shop",kuliner,50000
LaVana Kaliurang,restaurants,4.7,"Kaliurang, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582",Restaurant,kuliner,50000
Rumah Makan Flamboyan,restoran jawa,4.5,"Jalan Flamboyan CTX No.39 Karang Asam Baru, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Javanese restaurant,kuliner,50000
THE MANGLUNG VIEW & RESTO,restaurants,4.4,"Jl. Ngoro Ngoro Ombo No.16, Patuk, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Buffet restaurant,kuliner,50000
Pak Min Klaten Chicken Soup,restaurants,4.4,"Mataram St, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213","Soup shop, Restaurant, Soup restaurant",kuliner,25000
ABHAYAGIRI - Venue and Dining,restaurants,4.5,"Heritage Resort, Sumberwatu, RT.02/RW.01, Sumberwatu, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571","Restaurant, Amphitheater, Buddhist temple, Horse riding field, Hotel, Lunch restaurant, Meeting planning service, Swimming pool, Villa, Wedding venue",kuliner,350000
Rumah Makan Ikan Bakar Slengseng,ikan bakar restaurant,4.5,"Jl. Babaran No.2B, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",Ikan bakar restaurant,kuliner,50000
Warung Makan Bu Sum,restoran jawa,4.5,"Jl. Pabringan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Javanese restaurant, Diner",kuliner,50000
Gazebo Garden Restaurant,restaurants,4.4,"59RC+P52, Jl. Brigjen Katamso, Keparakan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152","Restaurant, Buffet restaurant",kuliner,50000
Gudeg Yu Narni Tugu,restoran jawa,4.4,"Jl. Margo Utomo Jl. Kb. Dalem, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233","Javanese restaurant, Breakfast restaurant, Rice restaurant",kuliner,25000
Kuliner Pecel & Gudeg Ibu Lely Beringharjo,restaurants,4.9,"Teras, Jl. Malioboro No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Brunch restaurant, Diner, Restaurant, Snack bar",kuliner,50000
Rumah Makan Rata-Rata BUGISAN,restaurants,4.3,"Jl. Sugeng Jeroni No.571, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251","Restaurant, Brunch restaurant, Buffet restaurant, Health food restaurant, Health food store, Rice restaurant",kuliner,25000
Lesehan SBTB Terang Bulan Malioboro,restaurants,4.4,"Jl. Malioboro No.55272, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Restaurant,kuliner,50000
TUNQU NANGKRING,restaurants,4.7,"Jl. P. Mangkubumi, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55592","Pizza restaurant, Restaurant",kuliner,50000
Depot Makan Surya꧋ꦣꦺꦥꦺꦴꦠ꧀ꦩꦏꦤ꧀ꦱꦸꦂꦪ,restaurants,4.6,"Jl. Kranggan No.82, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Breakfast restaurant,kuliner,50000
nDalem Ngabean Resto,restoran jawa,4.5,"Jl. Ngadisuryan No.6, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Javanese restaurant, Hotel",kuliner,350000
"Sego Telkem ""Mbak Nur""",warung nasi,4.6,"Jl. Wijilan No.8, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55111",Nasi restaurant,kuliner,25000
Makanan Tradisional,restaurants,4.7,"Jl. Bumijo No.50 001, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Restaurant,kuliner,50000
Mie Ayam Ibu Tumini Sari Rasa Jati Ayu,restaurants,4.5,"Jl. Imogiri Tim. No.187, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",Noodle shop,kuliner,25000
Mahkota Chinese Restaurant,restaurants,4.5,"Jl. Pajeksan No.25, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Chinese restaurant, Noodle shop",kuliner,50000
Jiwajawi Jogja,restaurants,4.5,"Jl. Tugu Gentong Jl. Fasco Village, Salakan, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Restaurant,kuliner,50000
Gudeg Wijilan Bu Lies 2,restoran jawa,4.4,"Jl. Wijilan No.5, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Javanese restaurant, Restaurant",kuliner,50000
Bedhot Resto,restaurants,4.2,"Sosrowijayan St GT1 No.58A, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Restaurant,kuliner,50000
Sate Ayam Podomoro,restoran sate,4.5,"Mataram St No.11, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Satay restaurant,kuliner,50000
Sate Ratu,restoran sate,4.6,"Jl. Sidomukti, Tiyosan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Satay restaurant, Restaurant",kuliner,50000
